Recall,Precision,Threshold
1.0,0.00010045405231647045,1.9873390288961284e-17
1.0,0.00010045607056034396,1.9890867736911563e-17
1.0,0.00010045808888531704,2.0240935932136163e-17
1.0,0.00010046010729139458,2.0522691981490427e-17
1.0,0.00010046212577858148,2.0719267226482126e-17
1.0,0.0001004641443468826,2.1059317889926507e-17
1.0,0.00010046616299630284,2.1318269829362968e-17
1.0,0.00010046818172684711,2.1328167660062534e-17
1.0,0.00010047020053852027,2.1603472319851877e-17
1.0,0.00010047221943132724,2.2303067368050804e-17
1.0,0.00010047423840527289,2.2545020738533214e-17
1.0,0.00010047625746036212,2.3027318207711367e-17
1.0,0.00010047827659659981,2.385965838041585e-17
1.0,0.00010048029581399087,2.389242300659797e-17
1.0,0.00010048231511254019,2.4670543767083692e-17
1.0,0.00010048433449225266,2.498008856525715e-17
1.0,0.00010048635395313316,2.5081211587775528e-17
1.0,0.0001004883734951866,2.5089884440109726e-17
1.0,0.00010049039311841787,2.5639276934243744e-17
1.0,0.00010049241282283188,2.5954969684111137e-17
1.0,0.0001004944326084335,2.6264418127388323e-17
1.0,0.00010049645247522762,2.6292387136832462e-17
1.0,0.00010049847242321917,2.650327670663661e-17
1.0,0.00010050049245241301,2.672060462226076e-17
1.0,0.00010050251256281407,2.724945020608826e-17
1.0,0.00010050453275442723,2.753109054531343e-17
1.0,0.00010050655302725737,2.7583230285404884e-17
1.0,0.00010050857338130943,2.823203150531875e-17
1.0,0.00010051059381658827,2.836062919561259e-17
1.0,0.0001005126143330988,2.87374246337197e-17
1.0,0.00010051463493084593,2.898283949849089e-17
1.0,0.00010051665560983455,2.954819211108744e-17
1.0,0.00010051867637006956,2.962505102512613e-17
1.0,0.00010052069721155586,2.970276653468335e-17
1.0,0.00010052271813429835,3.0213364962104065e-17
1.0,0.00010052473913830193,3.027159203776892e-17
1.0,0.00010052676022357152,3.0658110276706715e-17
1.0,0.000100528781390112,3.0905399843215154e-17
1.0,0.00010053080263792826,3.092581826238653e-17
1.0,0.00010053282396702523,3.0990768388125044e-17
1.0,0.0001005348453774078,3.15283964718135e-17
1.0,0.00010053686686908089,3.153432205842898e-17
1.0,0.00010053888844204939,3.1721812424574237e-17
1.0,0.0001005409100963182,3.2232878822838394e-17
